district,traffic,weather,intervention,density,stress,roi
Bangsar,5666.202915419037,2,3,6500,58.3,0.0
Bangsar,4347.238909665467,0,2,6500,45.7,0.012
Cheras,7024.864781330356,2,2,9500,65.1,0.135
Cheras,6890.459414173381,2,0,9500,64.5,0.0
Bangsar,4666.277133885699,0,0,6500,32.3,0.0
Cheras,6101.687252103295,1,3,9500,39.5,0.0
Bangsar,6163.562310799371,2,1,6500,54.8,0.049
Bangsar,4377.973766163655,0,2,6500,45.9,0.012
Cheras,6873.135726282259,2,0,9500,64.4,0.0
Bukit Bintang,8345.726733868398,2,0,11000,71.7,0.0
Bukit Bintang,8614.069767429157,1,0,11000,52.1,0.0
Bukit Bintang,7911.478054985468,1,1,11000,42.6,0.083
Bangsar,4821.166844733004,0,3,6500,33.1,0.0
Bangsar,5320.086420656674,1,3,6500,35.6,0.0
Cheras,6048.387082063556,1,1,9500,33.2,0.072
Bukit Bintang,6467.6816203054605,0,2,11000,56.3,0.021
Bukit Bintang,7060.912899260283,0,1,11000,38.3,0.083
Bangsar,4957.056871193005,1,3,6500,33.8,0.0
Bukit Bintang,9171.53885397059,2,0,11000,75.9,0.0
Bangsar,4825.362877206301,2,3,6500,54.1,0.0
Bangsar,3612.7399909322826,0,0,6500,27.1,0.0
Bukit Bintang,8865.52540878454,1,1,11000,47.3,0.083
Bukit Bintang,8218.201334850097,1,0,11000,50.1,0.0
Bukit Bintang,7950.592932240053,2,2,11000,69.8,0.156
Bangsar,4948.309058910385,0,2,6500,48.7,0.012
Cheras,6138.0165858579085,0,1,9500,33.7,0.072
Bukit Bintang,7710.290009055567,2,3,11000,68.6,0.0
Bukit Bintang,7935.20876816548,0,1,11000,42.7,0.083
Bukit Bintang,8224.936935616355,1,0,11000,50.1,0.0
Cheras,7201.664969085576,2,3,9500,66.0,0.0
Cheras,5602.235076154548,0,0,9500,37.0,0.0
Cheras,6888.3138962900175,2,1,9500,58.4,0.072
Cheras,7127.282880445917,1,2,9500,44.6,0.135
Cheras,6845.132188257019,2,0,9500,64.2,0.0
Bukit Bintang,6935.69784620347,0,2,11000,58.7,0.021
Bangsar,5251.648981828033,2,3,6500,56.3,0.0
Cheras,5693.73581087909,0,0,9500,37.5,0.0
Cheras,5710.003691580947,0,1,9500,31.6,0.072
Cheras,5428.920887942591,0,3,9500,36.1,0.0
Cheras,6201.269390884801,0,2,9500,55.0,0.018
Bangsar,6146.349108573018,1,2,6500,39.7,0.092
Cheras,7481.888588644255,2,1,9500,61.4,0.072
Cheras,5922.369332451006,0,3,9500,38.6,0.0
Cheras,6755.577871772922,2,2,9500,63.8,0.135
Bukit Bintang,9208.368869535512,1,2,11000,55.0,0.156
Cheras,7678.13454311143,2,2,9500,68.4,0.135
Bangsar,6081.1971494558275,1,1,6500,33.4,0.049
Cheras,6566.099836696842,0,0,9500,41.8,0.0
Bukit Bintang,8981.176170086404,1,0,11000,53.9,0.0
Bukit Bintang,6831.932951318459,0,3,11000,43.2,0.0
Bangsar,5854.178865752597,1,3,6500,38.3,0.0
Bukit Bintang,8099.710916161968,2,1,11000,64.5,0.083
Bangsar,5088.088978313272,0,2,6500,49.4,0.012
Cheras,7010.586178707132,2,0,9500,65.1,0.0
Bukit Bintang,8935.266359025576,1,1,11000,47.7,0.083
Cheras,6625.643881379631,2,1,9500,57.1,0.072
Cheras,6618.302511369639,1,2,9500,42.1,0.135
Cheras,6872.876921361907,1,3,9500,43.4,0.0
Bangsar,5412.015727444989,2,3,6500,57.1,0.0
Cheras,6140.1837323963755,2,3,9500,60.7,0.0
Cheras,7176.455301432018,1,1,9500,38.9,0.072
Bangsar,4086.0251518836053,0,3,6500,29.4,0.0
Bukit Bintang,8935.573985647236,1,2,11000,53.7,0.156
Bangsar,5069.646817522892,2,2,6500,55.3,0.092
Bukit Bintang,7208.949752311489,0,3,11000,45.0,0.0
Cheras,6874.021129007454,2,3,9500,64.4,0.0
Cheras,6744.425331990466,0,1,9500,36.7,0.072
Bangsar,5072.043127765864,2,2,6500,55.4,0.092
Cheras,6630.344359146371,1,2,9500,42.2,0.135
Bukit Bintang,7645.357418602056,0,2,11000,62.2,0.021
Bangsar,6206.606678551525,2,3,6500,61.0,0.0
Bangsar,5200.168114809116,2,1,6500,50.0,0.049
Cheras,7018.313939828912,1,1,9500,38.1,0.072
Bukit Bintang,7457.950163166555,0,0,11000,46.3,0.0
Cheras,7105.14194904202,2,3,9500,65.5,0.0
Bukit Bintang,7302.451300973808,0,2,11000,60.5,0.021
Bukit Bintang,8116.616377997563,2,3,11000,70.6,0.0
Bangsar,5261.636438163294,0,2,6500,50.3,0.012
Bangsar,6406.563096875203,2,3,6500,62.0,0.0
Bukit Bintang,8473.206498879441,1,3,11000,51.4,0.0
Bangsar,6020.54606172151,1,0,6500,39.1,0.0
Bukit Bintang,8184.5896146269915,2,0,11000,70.9,0.0
Cheras,6861.862639553005,1,3,9500,43.3,0.0
Cheras,6269.216811621859,1,3,9500,40.3,0.0
Bukit Bintang,7928.941163786954,2,2,11000,69.6,0.156
Bangsar,4504.1661174575,2,2,6500,52.5,0.092
Bukit Bintang,8372.488043230656,1,0,11000,50.9,0.0
Cheras,7115.8448185881025,2,3,9500,65.6,0.0
Bukit Bintang,7324.121146189681,0,2,11000,60.6,0.021
Bangsar,5165.948038478329,2,1,6500,49.8,0.049
Bangsar,5794.293070996948,2,1,6500,53.0,0.049
Cheras,5996.060668791936,0,3,9500,39.0,0.0
Bukit Bintang,7460.442492755068,0,0,11000,46.3,0.0
Cheras,6163.207178367654,0,3,9500,39.8,0.0
Cheras,7490.12817570389,2,2,9500,67.5,0.135
Bukit Bintang,8004.795986536068,2,0,11000,70.0,0.0
Cheras,7031.269353368743,2,0,9500,65.2,0.0
Bukit Bintang,7059.85302199019,0,1,11000,38.3,0.083
Cheras,6521.241381789845,2,3,9500,62.6,0.0
Bukit Bintang,7359.753322099519,0,1,11000,39.8,0.083
Cheras,6984.782671958407,2,3,9500,64.9,0.0
Cheras,7108.948893880447,1,1,9500,38.5,0.072
Bangsar,5982.271334251158,1,0,6500,38.9,0.0
Cheras,7561.66895030338,2,3,9500,67.8,0.0
Bukit Bintang,7249.009475862097,0,0,11000,45.2,0.0
Cheras,6391.11772806081,2,2,9500,62.0,0.135
Bukit Bintang,8655.730557829953,2,1,11000,67.3,0.083
Bukit Bintang,7512.846855627778,0,3,11000,46.6,0.0
Bangsar,4059.0724357728614,0,2,6500,44.3,0.012
Cheras,6711.58542423688,1,1,9500,36.6,0.072
Bangsar,5938.04246228355,2,3,6500,59.7,0.0
Bukit Bintang,8086.702951329347,1,2,11000,49.4,0.156
Bangsar,6102.3550499175435,2,2,6500,60.5,0.092
Cheras,6308.59037189248,0,2,9500,55.5,0.018
Bangsar,5707.2699811776465,2,2,6500,58.5,0.092
Cheras,5643.340977367897,0,2,9500,52.2,0.018
Bangsar,5960.438106384686,1,1,6500,32.8,0.049
Cheras,6608.6600640109245,1,1,9500,36.0,0.072
Cheras,6164.505754112472,0,0,9500,39.8,0.0
Bangsar,5619.083969702453,1,3,6500,37.1,0.0
Bangsar,4681.848174649589,0,1,6500,26.4,0.049
Bukit Bintang,8707.941473698618,1,2,11000,52.5,0.156
Bangsar,4440.092477354216,2,2,6500,52.2,0.092
Bukit Bintang,7848.513330953496,1,3,11000,48.2,0.0
Cheras,7559.176499041375,2,3,9500,67.8,0.0
Bangsar,5383.452815519036,1,0,6500,35.9,0.0
Cheras,6436.343757337592,2,1,9500,56.2,0.072
Bukit Bintang,7431.437569390688,1,0,11000,46.2,0.0
Cheras,5673.046117525497,2,3,9500,58.4,0.0
Cheras,6548.930837314154,1,2,9500,41.7,0.135
Bangsar,5638.061436159316,1,2,6500,37.2,0.092
Bukit Bintang,8075.635214943582,2,1,11000,64.4,0.083
Bukit Bintang,8685.573992430007,1,2,11000,52.4,0.156
Bangsar,5986.692977947102,2,1,6500,53.9,0.049
Bangsar,5072.065029404766,1,3,6500,34.4,0.0
Bukit Bintang,8986.126293370111,2,0,11000,74.9,0.0
Bukit Bintang,8423.754366493158,1,2,11000,51.1,0.156
Cheras,7590.591367536259,2,0,9500,68.0,0.0
Bukit Bintang,8312.971928530076,1,1,11000,44.6,0.083
Bangsar,5785.393282496922,2,1,6500,52.9,0.049
Cheras,7443.564575929239,2,2,9500,67.2,0.135
Cheras,7358.122007670605,1,1,9500,39.8,0.072
Bangsar,5836.889430217283,2,0,6500,59.2,0.0
Cheras,7432.449795216282,2,0,9500,67.2,0.0
Cheras,6610.492484884837,1,3,9500,42.1,0.0
Bangsar,5920.45749190468,2,0,6500,59.6,0.0
Bukit Bintang,9642.44001179625,2,1,11000,72.2,0.083
Bukit Bintang,8306.288624011926,2,1,11000,65.5,0.083
Cheras,6286.222145359373,1,2,9500,40.4,0.135
Cheras,7263.4900247054775,2,1,9500,60.3,0.072
Cheras,7849.754656155405,1,3,9500,48.2,0.0
Cheras,6968.179824969865,1,2,9500,43.8,0.135
Cheras,6590.507943903251,2,2,9500,63.0,0.135
Bukit Bintang,8631.939761878037,2,2,11000,73.2,0.156
Bangsar,5839.215353248381,2,1,6500,53.2,0.049
Bangsar,5420.579663244306,1,0,6500,36.1,0.0
Bangsar,5780.222695892024,2,0,6500,58.9,0.0
Bukit Bintang,7988.773735827484,1,1,11000,42.9,0.083
Cheras,7111.25128466071,1,0,9500,44.6,0.0
Cheras,8019.938067912204,1,2,9500,49.1,0.135
Cheras,5848.619916711411,0,1,9500,32.2,0.072
Bangsar,5333.220099240092,0,1,6500,29.7,0.049
Bangsar,5899.262385172008,2,2,6500,59.5,0.092
Bukit Bintang,8408.993321907406,1,1,11000,45.0,0.083
Cheras,5626.903201419424,0,3,9500,37.1,0.0
Bukit Bintang,6608.949997012845,0,2,11000,57.0,0.021
Bukit Bintang,8317.89427320962,2,1,11000,65.6,0.083
Bukit Bintang,8626.5919791192,2,2,11000,73.1,0.156
Bangsar,5853.977486942895,1,3,6500,38.3,0.0
Cheras,6816.743618495768,2,1,9500,58.1,0.072
Bangsar,5514.499515014915,2,2,6500,57.6,0.092
Cheras,6306.89381764454,2,2,9500,61.5,0.135
Bangsar,5046.468821941484,1,3,6500,34.2,0.0
Cheras,7199.867346115163,2,1,9500,60.0,0.072
Bangsar,4365.673096003408,2,0,6500,51.8,0.0
Bukit Bintang,8766.581503402625,1,0,11000,52.8,0.0
Bangsar,5419.872993714058,1,0,6500,36.1,0.0
Cheras,6858.273448427566,2,1,9500,58.3,0.072
Bukit Bintang,9147.896652619474,2,3,11000,75.7,0.0
Cheras,6820.748252265612,2,2,9500,64.1,0.135
Bukit Bintang,8221.304951615022,1,2,11000,50.1,0.156
Cheras,6840.576720801846,2,3,9500,64.2,0.0
Bukit Bintang,7924.9008903627,2,2,11000,69.6,0.156
Bangsar,4977.49846749882,0,1,6500,27.9,0.049
Bukit Bintang,6922.591631155284,0,1,11000,37.6,0.083
Bangsar,5471.002173600347,1,3,6500,36.4,0.0
Cheras,7541.053124826981,1,1,9500,40.7,0.072
Bangsar,6154.615381151637,2,2,6500,60.8,0.092
Cheras,6554.61784718605,0,2,9500,56.8,0.018
Cheras,6588.698125399811,2,0,9500,62.9,0.0
Bukit Bintang,8130.508316507584,2,2,11000,70.7,0.156
Bangsar,5282.553049268077,2,3,6500,56.4,0.0
Bangsar,5458.72451326729,1,1,6500,30.3,0.049
Bangsar,5482.58779907835,2,2,6500,57.4,0.092
Bukit Bintang,8939.856076742604,1,2,11000,53.7,0.156
Bangsar,5424.926712846752,2,1,6500,51.1,0.049
Bangsar,5314.066067278772,1,2,6500,35.6,0.092
Bangsar,5400.0718722542515,2,2,6500,57.0,0.092
Cheras,7096.520964815085,1,2,9500,44.5,0.135
Bangsar,4627.5399812917,2,0,6500,53.1,0.0
Bukit Bintang,6944.891285803798,0,2,11000,58.7,0.021
Cheras,6630.506298299603,0,3,9500,42.2,0.0
Cheras,6412.41528501317,1,2,9500,41.1,0.135
Bangsar,4667.729907027191,0,0,6500,32.3,0.0
Bangsar,5782.580756126131,1,2,6500,37.9,0.092
Cheras,4737.891198077713,0,1,9500,26.7,0.072
Bukit Bintang,7653.632869320068,0,0,11000,47.3,0.0
Bangsar,5896.33026980255,1,2,6500,38.5,0.092
Cheras,5183.09378641513,0,2,9500,49.9,0.018
Cheras,7017.512840145577,1,2,9500,44.1,0.135
Bukit Bintang,8024.48922641143,2,1,11000,64.1,0.083
Bangsar,4896.203405360216,2,0,6500,54.5,0.0
Cheras,6692.491172884789,2,0,9500,63.5,0.0
Bangsar,4894.023540304597,2,0,6500,54.5,0.0
Bangsar,6148.783102578934,2,3,6500,60.7,0.0
Bangsar,5613.960261159984,1,3,6500,37.1,0.0
Bukit Bintang,9510.983350497696,2,2,11000,77.6,0.156
Bangsar,4892.863245312255,2,3,6500,54.5,0.0
Bukit Bintang,7877.761486641996,0,2,11000,63.4,0.021
Bangsar,5120.208845084545,2,2,6500,55.6,0.092
Bukit Bintang,8595.404838321609,1,1,11000,46.0,0.083
Bangsar,4845.1761248895655,2,3,6500,54.2,0.0
Bangsar,5443.562423403772,1,0,6500,36.2,0.0
Bukit Bintang,8081.854140429679,1,1,11000,43.4,0.083
Bangsar,5389.901702679176,2,3,6500,56.9,0.0
Bangsar,5284.851140621777,1,2,6500,35.4,0.092
Bangsar,5599.054018201469,1,1,6500,31.0,0.049
Bukit Bintang,8408.264224613506,1,3,11000,51.0,0.0
Bangsar,5192.56338250815,1,2,6500,35.0,0.092
Bangsar,5291.378857544474,2,0,6500,56.5,0.0
Cheras,6418.16513783124,1,1,9500,35.1,0.072
Bangsar,5064.786905153169,2,3,6500,55.3,0.0
Bangsar,5003.113788395027,1,2,6500,34.0,0.092
Bukit Bintang,8628.284455905914,2,3,11000,73.1,0.0
Bukit Bintang,6656.315350309239,0,2,11000,57.3,0.021
Bukit Bintang,9085.845658937593,1,2,11000,54.4,0.156
Bangsar,5242.388412895462,2,3,6500,56.2,0.0
Cheras,6808.60051699381,2,2,9500,64.0,0.135
Bangsar,5849.266385627899,2,3,6500,59.2,0.0
Bangsar,4683.133543935004,0,0,6500,32.4,0.0
Bukit Bintang,8240.848580243883,2,0,11000,71.2,0.0
Cheras,6935.673185512635,2,1,9500,58.7,0.072
Bangsar,5109.936437594578,0,2,6500,49.5,0.012
Bangsar,4197.046355380934,1,2,6500,30.0,0.092
Bangsar,4300.197561043882,0,2,6500,45.5,0.012
Cheras,6744.7120066350235,1,0,9500,42.7,0.0
Cheras,7454.175658899531,2,2,9500,67.3,0.135
Cheras,7073.688549996813,1,3,9500,44.4,0.0
Cheras,6446.019620710461,2,3,9500,62.2,0.0
Bukit Bintang,8135.486239732438,1,1,11000,43.7,0.083
Bangsar,4912.781142174675,1,0,6500,33.6,0.0
Bangsar,4990.135254119672,0,3,6500,34.0,0.0
Bukit Bintang,8254.432636388743,2,0,11000,71.3,0.0
Cheras,6447.499528115577,0,0,9500,41.2,0.0
Bangsar,5545.482485867753,2,2,6500,57.7,0.092
Bukit Bintang,8273.551659582217,1,2,11000,50.4,0.156
Bangsar,4675.5450733137,0,2,6500,47.4,0.012
Cheras,7597.613588551165,1,1,9500,41.0,0.072
Bukit Bintang,8689.032013830722,2,1,11000,67.4,0.083
Cheras,6846.768424269898,2,3,9500,64.2,0.0
Bukit Bintang,8190.106303155044,2,0,11000,71.0,0.0
Bangsar,5949.4807963939165,2,2,6500,59.7,0.092
Bangsar,4552.188777740104,0,3,6500,31.8,0.0
Bukit Bintang,9117.170894282894,2,2,11000,75.6,0.156
Bukit Bintang,7999.516644199446,1,3,11000,49.0,0.0
Cheras,6636.089446269094,2,1,9500,57.2,0.072
Bukit Bintang,7441.6128271064,2,2,11000,67.2,0.156
Bukit Bintang,6296.166790019935,0,1,11000,34.5,0.083
Cheras,5453.535091113671,0,1,9500,30.3,0.072
Bangsar,6193.193337643463,2,2,6500,61.0,0.092
Cheras,6508.197677938683,0,3,9500,41.5,0.0
Bukit Bintang,7094.324005488726,0,0,11000,44.5,0.0
Cheras,7470.408449865802,2,2,9500,67.4,0.135
Cheras,7514.56278343089,1,1,9500,40.6,0.072
Bangsar,5244.118459169219,1,1,6500,29.2,0.049
Cheras,6609.628960151247,2,2,9500,63.0,0.135
Bukit Bintang,7304.871466622103,0,2,11000,60.5,0.021
Bukit Bintang,8606.115611749732,1,2,11000,52.0,0.156
Bukit Bintang,6348.252800778188,0,2,11000,55.7,0.021
Cheras,6348.381702946542,2,0,9500,61.7,0.0
Cheras,7195.1091309598905,1,0,9500,45.0,0.0
Bangsar,5452.156019410453,2,3,6500,57.3,0.0
Bangsar,5651.200821323445,2,3,6500,58.3,0.0
Cheras,7090.677274515116,2,1,9500,59.5,0.072
Bangsar,5017.985816870173,0,1,6500,28.1,0.049
Cheras,6837.268182922373,2,2,9500,64.2,0.135
Bangsar,3752.9133570312893,2,0,6500,48.8,0.0
Bukit Bintang,6563.72774920867,0,3,11000,41.8,0.0
Bangsar,5182.526307538515,1,0,6500,34.9,0.0
Bangsar,6174.017411735826,1,0,6500,39.9,0.0
Cheras,7379.2917683968635,2,0,9500,66.9,0.0
Bangsar,5441.224902258006,2,0,6500,57.2,0.0
Bangsar,4439.8487419716885,2,2,6500,52.2,0.092
Bangsar,4438.105060637306,2,1,6500,46.2,0.049
Cheras,5942.417091035772,0,3,9500,38.7,0.0
Bukit Bintang,7084.482247370018,0,0,11000,44.4,0.0
Cheras,8093.475162324448,2,0,9500,70.5,0.0
Bukit Bintang,8138.57768201808,2,0,11000,70.7,0.0
Bukit Bintang,8467.710995342228,2,0,11000,72.3,0.0
Bangsar,5256.176679423725,1,1,6500,29.3,0.049
Bukit Bintang,6815.806638069476,0,2,11000,58.1,0.021
Bukit Bintang,7407.439180279123,0,3,11000,46.0,0.0
Bukit Bintang,8285.376425762423,1,0,11000,50.4,0.0
Cheras,6796.509661473341,1,3,9500,43.0,0.0
Bangsar,4561.701068489167,2,3,6500,52.8,0.0
Bangsar,5153.584959478403,1,1,6500,28.8,0.049
Bukit Bintang,8727.052674821265,1,3,11000,52.6,0.0
Cheras,7300.88902541643,1,3,9500,45.5,0.0
Bukit Bintang,8357.743667504974,1,3,11000,50.8,0.0
Cheras,7150.807419648477,1,2,9500,44.8,0.135
Bangsar,6093.372515605431,2,2,6500,60.5,0.092
Bangsar,5936.940769464125,2,3,6500,59.7,0.0
Bangsar,5282.783668003024,0,2,6500,50.4,0.012
Cheras,7342.291106194946,1,0,9500,45.7,0.0
Cheras,7082.542559425397,1,3,9500,44.4,0.0
Cheras,7401.7542581204725,2,2,9500,67.0,0.135
Bangsar,5408.243443279848,1,1,6500,30.0,0.049
Bukit Bintang,8474.348120404078,2,1,11000,66.4,0.083
Bukit Bintang,8860.637505800752,2,1,11000,68.3,0.083
Bukit Bintang,9213.227566076624,2,1,11000,70.1,0.083
Cheras,7219.642573043053,2,3,9500,66.1,0.0
Cheras,6349.214248152894,2,0,9500,61.7,0.0
Cheras,7432.376418314245,1,0,9500,46.2,0.0
Cheras,6503.611910463547,2,2,9500,62.5,0.135
Bukit Bintang,7009.292963978137,0,0,11000,44.0,0.0
Cheras,5364.790957845636,0,1,9500,29.8,0.072
Bukit Bintang,8043.941340749891,1,2,11000,49.2,0.156
Cheras,7020.228993038775,2,3,9500,65.1,0.0
Bukit Bintang,7316.546022054366,0,3,11000,45.6,0.0
Bangsar,6255.931286494573,2,1,6500,55.3,0.049
Bukit Bintang,8529.400568466108,2,1,11000,66.6,0.083
Bukit Bintang,8277.37198479056,2,1,11000,65.4,0.083
Bukit Bintang,6851.175450102249,0,3,11000,43.3,0.0
Bukit Bintang,8448.231708208581,2,2,11000,72.2,0.156
Bangsar,4634.700547468268,2,3,6500,53.2,0.0
Cheras,6568.633053755528,2,2,9500,62.8,0.135
Bangsar,6711.036256768273,1,1,6500,36.6,0.049
Cheras,6071.1182674173715,1,1,9500,33.4,0.072
Cheras,6737.656678495212,2,2,9500,63.7,0.135
Bangsar,5796.624757562403,2,1,6500,53.0,0.049
Bukit Bintang,8989.218046864868,1,1,11000,47.9,0.083
Bangsar,5017.247759846575,2,0,6500,55.1,0.0
Cheras,7386.772032192954,1,0,9500,45.9,0.0
Bangsar,4983.194328667336,1,3,6500,33.9,0.0
Cheras,6490.283230220729,0,3,9500,41.5,0.0
Cheras,7186.614878800703,2,3,9500,65.9,0.0
Cheras,6884.119755653211,2,0,9500,64.4,0.0
Cheras,6376.625401471126,1,0,9500,40.9,0.0
Bangsar,4901.130442752899,0,3,6500,33.5,0.0
Bukit Bintang,8274.74353442503,2,1,11000,65.4,0.083
Bukit Bintang,8635.414852823991,2,1,11000,67.2,0.083
Bangsar,4740.017266092294,2,1,6500,47.7,0.049
Bukit Bintang,8658.804851073444,2,0,11000,73.3,0.0
Cheras,6271.349622304083,2,1,9500,55.4,0.072
Bukit Bintang,8769.776976936704,2,2,11000,73.8,0.156
Bangsar,5909.855812257303,1,2,6500,38.5,0.092
Bangsar,5705.604776712959,2,2,6500,58.5,0.092
Cheras,6668.512793469443,1,3,9500,42.3,0.0
Bukit Bintang,7999.522818101749,2,1,11000,64.0,0.083
Bukit Bintang,8352.292862684897,2,0,11000,71.8,0.0
Bukit Bintang,8900.345718163677,1,0,11000,53.5,0.0
Cheras,5428.121182020282,0,0,9500,36.1,0.0
Cheras,6795.439942462046,1,2,9500,43.0,0.135
Bukit Bintang,7963.405981911356,0,1,11000,42.8,0.083
Bangsar,5486.905656038081,2,1,6500,51.4,0.049
Bangsar,4939.625950028514,2,2,6500,54.7,0.092
Bukit Bintang,7213.114123820648,0,0,11000,45.1,0.0
Bukit Bintang,7928.872566658447,2,1,11000,63.6,0.083
Bangsar,5330.889274577735,2,3,6500,56.7,0.0
Bukit Bintang,9131.51878593935,2,1,11000,69.7,0.083
Bangsar,6046.928118993277,2,1,6500,54.2,0.049
Bukit Bintang,9480.186069387744,2,1,11000,71.4,0.083
Bukit Bintang,8869.702210732616,1,0,11000,53.3,0.0
Bukit Bintang,8534.478220037094,2,1,11000,66.7,0.083
Bukit Bintang,8983.581442695016,1,0,11000,53.9,0.0
Bangsar,5718.683734309405,2,1,6500,52.6,0.049
Bangsar,5043.989076410629,2,2,6500,55.2,0.092
Bangsar,4810.206818064518,0,2,6500,48.1,0.012
Bukit Bintang,8309.144804952139,1,3,11000,50.5,0.0
Bangsar,4654.713622912738,0,0,6500,32.3,0.0
Bukit Bintang,8843.676896016152,1,3,11000,53.2,0.0
Bangsar,4731.1714380947005,0,0,6500,32.7,0.0
Bangsar,4592.443479566879,2,2,6500,53.0,0.092
Bangsar,5299.6663775548905,2,2,6500,56.5,0.092
Cheras,6515.113507458431,1,0,9500,41.6,0.0
Cheras,6634.238188867099,2,3,9500,63.2,0.0
Bangsar,5217.269471049707,0,0,6500,35.1,0.0
Cheras,7315.752058015519,2,2,9500,66.6,0.135
Bukit Bintang,7189.408150534106,0,0,11000,44.9,0.0
Cheras,7171.646354930372,2,1,9500,59.9,0.072
Bangsar,4945.107719556262,0,2,6500,48.7,0.012
Cheras,7227.429221269444,2,3,9500,66.1,0.0
Cheras,6958.944269432462,2,2,9500,64.8,0.135
Bangsar,4930.04958529416,1,1,6500,27.7,0.049
Bangsar,6209.646125011448,2,3,6500,61.0,0.0
Bangsar,5348.808132595206,1,1,6500,29.7,0.049
Cheras,6177.954918828293,0,0,9500,39.9,0.0
Bukit Bintang,7587.655467477246,0,3,11000,46.9,0.0
Bukit Bintang,8698.328981955558,2,3,11000,73.5,0.0
Bangsar,5451.14726233382,1,0,6500,36.3,0.0
Cheras,6290.345029210351,0,1,9500,34.5,0.072
Cheras,8125.899789322537,1,1,9500,43.6,0.072
Bangsar,5168.613821486203,2,1,6500,49.8,0.049
Bangsar,3993.0253857315683,0,3,6500,29.0,0.0
Cheras,7192.606430418195,1,2,9500,45.0,0.135
Bukit Bintang,8857.7318779954,2,2,11000,74.3,0.156
Cheras,7954.0834472570505,2,0,9500,69.8,0.0
Bukit Bintang,7196.787911060649,0,2,11000,60.0,0.021
Cheras,5865.654374796987,0,3,9500,38.3,0.0
Bukit Bintang,7542.532035014628,1,1,11000,40.7,0.083
Bangsar,6303.1150725809375,2,2,6500,61.5,0.092
Bangsar,5876.235978084286,1,0,6500,38.4,0.0
Bangsar,4657.667808527199,0,1,6500,26.3,0.049
Bangsar,5478.7848498534395,2,3,6500,57.4,0.0
Bukit Bintang,8589.04560552357,1,3,11000,51.9,0.0
Bukit Bintang,8896.320917670577,1,3,11000,53.5,0.0
Bangsar,5607.374594372893,0,0,6500,37.0,0.0
Bangsar,3792.02450535179,0,3,6500,28.0,0.0
Cheras,5510.5691596910665,0,3,9500,36.6,0.0
Cheras,7255.470571317375,2,0,9500,66.3,0.0
Bangsar,5907.850355197351,2,0,6500,59.5,0.0
Cheras,6420.63420914307,2,2,9500,62.1,0.135
Cheras,5429.083233850818,0,0,9500,36.1,0.0
Bangsar,5256.449711670838,0,0,6500,35.3,0.0
Bangsar,6146.279892525293,1,3,6500,39.7,0.0
Bangsar,5010.27142270662,1,3,6500,34.1,0.0
Bangsar,4910.563528868826,0,2,6500,48.6,0.012
Bukit Bintang,8706.163679056323,1,2,11000,52.5,0.156
Bukit Bintang,9019.055040475101,1,2,11000,54.1,0.156
Bukit Bintang,9159.052603161663,2,1,11000,69.8,0.083
Bukit Bintang,8355.085731069285,2,2,11000,71.8,0.156
Bangsar,4702.351249639052,0,3,6500,32.5,0.0
Cheras,5699.670258188541,0,2,9500,52.5,0.018
Bukit Bintang,6822.480777700129,0,3,11000,43.1,0.0
Bangsar,5440.062643751694,1,3,6500,36.2,0.0
Bukit Bintang,7455.096737864629,2,3,11000,67.3,0.0
Cheras,5590.699538999645,0,2,9500,52.0,0.018
Bangsar,6159.7972813140295,2,1,6500,54.8,0.049
Bukit Bintang,7974.903481266729,2,2,11000,69.9,0.156
Bukit Bintang,8369.915831424172,2,1,11000,65.8,0.083
Cheras,6955.531721194502,2,0,9500,64.8,0.0
Cheras,6966.9653853879845,2,1,9500,58.8,0.072
Cheras,7790.255913402096,2,1,9500,63.0,0.072
Bangsar,5195.19640069168,1,3,6500,35.0,0.0
Bukit Bintang,7225.500159194942,0,2,11000,60.1,0.021
Cheras,6213.386211148897,1,0,9500,40.1,0.0
Bangsar,5654.961809552759,2,2,6500,58.3,0.092
Cheras,6797.390373770527,1,3,9500,43.0,0.0
Bangsar,5850.226878039507,1,0,6500,38.3,0.0
Bangsar,5268.338002842067,2,1,6500,50.3,0.049
Bukit Bintang,8554.160209269628,1,1,11000,45.8,0.083
Bangsar,4341.859074437477,0,0,6500,30.7,0.0
Bukit Bintang,7294.559580307514,0,1,11000,39.5,0.083
Cheras,5982.74568227349,0,0,9500,38.9,0.0
Cheras,7407.168624041,2,1,9500,61.0,0.072
Cheras,6910.9393595700685,2,0,9500,64.6,0.0
Bukit Bintang,7231.926495326718,0,0,11000,45.2,0.0
Bangsar,5388.683058056876,1,1,6500,29.9,0.049
Bukit Bintang,7208.005876091818,1,1,11000,39.0,0.083
Cheras,7660.856939367081,1,2,9500,47.3,0.135
Bangsar,4545.405069820959,0,0,6500,31.7,0.0
Cheras,6722.278923794074,0,0,9500,42.6,0.0
Bangsar,5122.282635727609,1,3,6500,34.6,0.0
Bangsar,4974.063049136561,2,2,6500,54.9,0.092
Bukit Bintang,8391.759402078478,2,0,11000,72.0,0.0
Bukit Bintang,9330.5866300318,1,3,11000,55.7,0.0
Cheras,7863.034285688633,1,3,9500,48.3,0.0
Cheras,7088.129150827757,1,1,9500,38.4,0.072
Cheras,6200.93986312718,0,2,9500,55.0,0.018
Cheras,6425.936167364154,0,2,9500,56.1,0.018
Bangsar,4239.068782924287,1,0,6500,30.2,0.0
